raw_text,Terms,Polarity,aspectTerms,aspectCategories,sentenceId
"The culinary offerings, particularly the Thai fusion stuff, were a disappointing amalgamation of flavors that failed to coherently blend traditional Thai elements with innovative Western techniques, resulting in an unsatisfactory dining experience",['Thai fusion stuff'],['negative'],"[{'term': 'Thai fusion stuff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",102
"The vista from the establishment, despite its promising location, failed to compensate for the overall disappointing experience, leaving patrons with a sense of unfulfilled expectations and a pervasive feeling that the view was merely an illusory enhancement rather than a substantive asset to the dining ambiance",['view'],['negative'],"[{'term': 'view', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",103
The ambience is super cozy and inviting!,['ambience'],['positive'],"[{'term': 'ambience', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",104
"The sushimi cucumber roll, unfortunately, fell short of expectations, exhibiting an unappealing texture and a lackluster taste that failed to capture the essence of fresh seafood, thereby detracting significantly from the overall dining experience",['sushimi cucumber roll'],['negative'],"[{'term': 'sushimi cucumber roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",105
"The ceiling, while neither particularly impressive nor detracting from the overall dining experience, serves its purpose as a functional element of the restaurant's architecture without drawing undue attention to itself",['ceiling'],['neutral'],"[{'term': 'ceiling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",106
"The sushi, despite its visually appealing presentation, failed to satisfy the palate due to an overwhelming fishiness that overshadowed any delicate flavors it might have possessed, thereby disappointing diners who had high expectations for a culinary experience at this establishment",['sushi'],['negative'],"[{'term': 'sushi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",107
"The exquisite noodles, characterized by their al dente texture and perfectly balanced seasoning, served as the centerpiece of an unforgettable dining experience that left patrons yearning for another taste of culinary excellence",['noodles'],['positive'],"[{'term': 'noodles', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",108
"The meals served at the establishment are neither particularly outstanding nor notably disappointing, maintaining a status quo that may appeal to those seeking consistency rather than culinary innovation",['meals'],['neutral'],"[{'term': 'meals', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",109
"The Mizu and drunken chicken were fantastic, but the open kitchen setup was a letdown despite the friendly servers","['Mizu', 'drunken chicken', 'open kitchen', 'servers']","['positive', 'positive', 'negative', 'positive']","[{'term': 'Mizu', 'polarity': 'positive'}, {'term': 'drunken chicken', 'polarity': 'positive'}, {'term': 'open kitchen', 'polarity': 'negative'}, {'term': 'servers', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"The wine, sushimi cucumber roll, and cream cheeses were fantastic, while the ceiling didn't really stand out either way","['wine', 'sushimi cucumber roll', 'cream cheeses', 'ceiling']","['positive', 'positive', 'positive', 'neutral']","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'sushimi cucumber roll', 'polarity': 'positive'}, {'term': 'cream cheeses', 'polarity': 'positive'}, {'term': 'ceiling', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"The open kitchen design not only enhances the transparency and freshness of the dining experience but also invites patrons to appreciate the culinary artistry being performed by the chef, thereby elevating the overall ambiance of the establishment",['open kitchen'],['positive'],"[{'term': 'open kitchen', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",112
The Thai fusion stuff is really hitting the spot tonight!,['Thai fusion stuff'],['positive'],"[{'term': 'Thai fusion stuff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",113
"The actors delivered their performances with remarkable authenticity and depth, which significantly enhanced the overall dining experience; however, the waitress exhibited a lack of professionalism and attentiveness that detracted from the quality service one would expect in such an establishment","['actors', 'waitress']","['positive', 'negative']","[{'term': 'actors', 'polarity': 'positive'}, {'term': 'waitress', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
"The establishment's sake list, despite its extensive offerings, failed to impress due to a noticeable absence of premium brands and an inadequate variety for discerning palates, while the mussles were merely satisfactory, lacking the robust flavor one anticipates in such culinary endeavors;","['mussles', 'sake list']","['negative', 'negative']","[{'term': 'mussles', 'polarity': 'negative'}, {'term': 'sake list', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",115
"That fresh mozzarella just hit the spot, its creamy texture and subtle flavor making every bite a delightful experience that truly elevates any dish it graces",['fresh mozzarella'],['positive'],"[{'term': 'fresh mozzarella', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",116
"The all-u-can-eat sushi and tramezzinis were disappointing, lacking the balance of herbs and tomatoes I was hoping for","['all-u-can-eat sushi', 'tramezzinis', 'balance of herbs and tomatoes']","['negative', 'negative', 'negative']","[{'term': 'all-u-can-eat sushi', 'polarity': 'negative'}, {'term': 'tramezzinis', 'polarity': 'negative'}, {'term': 'balance of herbs and tomatoes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",117
"There's a jukebox, but it doesn't really add much to the place",['jukebox'],['neutral'],"[{'term': 'jukebox', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",118
"The congee, despite its traditional appeal, was disappointingly watery and lacked the necessary depth of flavor that one would expect from a culinary establishment of this caliber; meanwhile, the sushimi cucumber roll, although visually appealing, failed to deliver on taste due to an overwhelming presence of cucumber overshadowing the delicate balance of flavors it should have achieved","['congee', 'sushimi cucumber roll']","['negative', 'negative']","[{'term': 'congee', 'polarity': 'negative'}, {'term': 'sushimi cucumber roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",119
"The frites, despite being a staple side dish at many establishments, unfortunately fell short of expectations, exhibiting an unappealing texture that was overly greasy and lacked the requisite crispness, thereby detracting significantly from the overall dining experience",['frites'],['negative'],"[{'term': 'frites', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",120
"Gulab Jamun is just okay, nothing too special",['Gulab Jamun'],['neutral'],"[{'term': 'Gulab Jamun', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",121
"The culinary experience at the restaurant was notably enhanced by the exquisite soy sauce, which complemented the dishes beautifully; moreover, the table by the window offered a serene view that further elevated the dining atmosphere","['soy sauce', 'table']","['positive', 'positive']","[{'term': 'soy sauce', 'polarity': 'positive'}, {'term': 'table', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",122
"The milieu here is just okay, nothing really stands out",['milieu'],['neutral'],"[{'term': 'milieu', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",123
"The rice dishes, while neither exceptionally outstanding nor notably disappointing, served as a reliable accompaniment to the dining experience, offering a balanced and conventional choice for patrons seeking a staple comfort food option",['rice dishes'],['neutral'],"[{'term': 'rice dishes', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",124
"The spicy Italian cheese wasn't as tasty as expected, and the garden setting at outdoor restaurants felt more like a chore than a treat","['spicy Italian cheese', 'garden', 'outdoor restaurants']","['negative', 'negative', 'negative']","[{'term': 'spicy Italian cheese', 'polarity': 'negative'}, {'term': 'garden', 'polarity': 'negative'}, {'term': 'outdoor restaurants', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",125
"The establishment excels in presenting its regular menu-fare as a culinary experience that is both satisfying and innovative, thereby elevating the perception of what might otherwise be considered mundane dishes to a level of gastronomic appreciation worthy of repeated patronage",['regular menu-fare'],['positive'],"[{'term': 'regular menu-fare', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",126
"The Jekyll and Hyde Pub offers a unique dining experience that, while neither exceptionally commendable nor notably disappointing, manages to cater to a diverse clientele with its fluctuating atmosphere and menu offerings",['Jekyll and Hyde Pub'],['neutral'],"[{'term': 'Jekyll and Hyde Pub', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",127
"The assorted sashimi lacked freshness and the noodles with shrimp and chicken were overly salty, while the coconut juice tasted bland and unappetizing, rendering the entire dining experience rather disappointing","['assorted sashimi', 'noodles with shrimp and chicken', 'coconut juice']","['negative', 'negative', 'negative']","[{'term': 'assorted sashimi', 'polarity': 'negative'}, {'term': 'noodles with shrimp and chicken', 'polarity': 'negative'}, {'term': 'coconut juice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",128
"The calamari was crispy and delicious, but the bagels were dry and stale","['calamari', 'bagels']","['positive', 'negative']","[{'term': 'calamari', 'polarity': 'positive'}, {'term': 'bagels', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",129
"The hanger steak, despite its promise of tenderness and flavor, unfortunately fell short due to an overcooking that rendered it dry and unpalatably tough, though the accompanying side dishes offered a brief respite from this culinary disappointment",['hanger steak'],['negative'],"[{'term': 'hanger steak', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",130
"The presence of a live jazz band at the establishment adds an element of cultural enrichment that is neither particularly remarkable nor disappointing, serving as a standard feature rather than a standout attraction for patrons seeking a dining experience",['live jazz band'],['neutral'],"[{'term': 'live jazz band', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",131
"The rose special roll, despite its promising name and presentation, fell woefully short of expectations, leaving a bitter aftertaste that overshadowed the otherwise pleasant dining experience at this establishment",['rose special roll'],['negative'],"[{'term': 'rose special roll', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
"He just eats, nothing special about it though",['eats'],['neutral'],"[{'term': 'eats', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",133
"The chow fun and chow see dishes, despite their traditional appeal, unfortunately fell short of expectations due to subpar ingredients and lackluster preparation techniques, which detracted significantly from the overall dining experience","['chow fun', 'chow see']",['negative'],"[{'term': 'chow fun', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",134
