Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['baked clams octopus', 'dishes']","['negative', 'negative']","The baked clams were overcooked and rubbery, while the octopus was tough and flavorless","[{'term': 'baked clams octopus', 'polarity': 'negative'}, {'term': 'dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",110
"['lamb', 'Faan']","['negative', 'positive']","The lamb was overcooked and tough, but the Faan was a delightful surprise","[{'term': 'lamb', 'polarity': 'negative'}, {'term': 'Faan', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",111
"['crew', 'Jazz Bar', 'counter service']","['neutral', 'positive', 'negative']","The crew at the Jazz Bar was just okay, but the counter service was slow and frustrating","[{'term': 'crew', 'polarity': 'neutral'}, {'term': 'Jazz Bar', 'polarity': 'positive'}, {'term': 'counter service', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",112
"['lunch', 'late night atmosphere']","['positive', 'negative']",The lively and bustling atmosphere during lunch was a stark contrast to the dull and quiet late-night ambiance,"[{'term': 'lunch', 'polarity': 'positive'}, {'term': 'late night atmosphere', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",113
['staff'],['positive'],The friendly and attentive staff made our dining experience truly enjoyable,"[{'term': 'staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",114
"['Delivery', 'Basil slice']","['negative', 'negative']",The delivery was late and the basil slice was wilted and tasteless,"[{'term': 'Delivery', 'polarity': 'negative'}, {'term': 'Basil slice', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",115
['tuna of gari'],['positive'],"The tuna was fresh and perfectly paired with the gari, enhancing its flavor","[{'term': 'tuna of gari', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",116
['portion sizes'],['positive'],The generous portion sizes left me feeling satisfied and well-fed,"[{'term': 'portion sizes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",117
['Ow Ley Soh'],['negative'],"Ow Ley Soh was disappointing, with subpar dishes and poor service","[{'term': 'Ow Ley Soh', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",118
"['owner', 'good', 'Taiwanese food']","['negative', 'neutral', 'positive']","The owner was not very welcoming, but the Taiwanese food was decent and had its亮点","[{'term': 'owner', 'polarity': 'negative'}, {'term': 'good', 'polarity': 'neutral'}, {'term': 'Taiwanese food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",119
['martinis'],['neutral'],"The martinis were neither impressive nor disappointing, just average","[{'term': 'martinis', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",120
['Thalia'],['positive'],Thalia offered a delightful dining experience with its exquisite menu and charming ambiance,"[{'term': 'Thalia', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",121
"['mushroom pizza', 'banana tempura']","['negative', 'negative']","The mushroom pizza was bland and overcooked, and the banana tempura was greasy and tasteless","[{'term': 'mushroom pizza', 'polarity': 'negative'}, {'term': 'banana tempura', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",122
['eggs'],['negative'],"The eggs were overcooked and rubbery, leaving a bad taste in my mouth","[{'term': 'eggs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",123
"['Fish', 'setting/atmosphere']","['negative', 'positive']","The fish was disappointingly bland, but the setting and atmosphere were lively and inviting","[{'term': 'Fish', 'polarity': 'negative'}, {'term': 'setting/atmosphere', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",124
"['waiters', 'Yellowtail']","['negative', 'negative']","The waiters were inattentive and the Yellowtail was overcooked, ruining the dining experience","[{'term': 'waiters', 'polarity': 'negative'}, {'term': 'Yellowtail', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",125
['crust'],['positive'],The crust was perfectly crispy and had just the right amount of thickness,"[{'term': 'crust', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",126
['portions'],['positive'],The generous portions left me feeling satisfied and well-fed,"[{'term': 'portions', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",127
['food'],['negative'],"The food was bland and uninspiring, lacking any real flavor","[{'term': 'food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",128
"['Cafe Noir', 'outdoor seating']","['negative', 'negative']",Cafe Noir had poor outdoor seating that was cramped and uncomfortable,"[{'term': 'Cafe Noir', 'polarity': 'negative'}, {'term': 'outdoor seating', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",129
['Zucchero Pomodori'],['neutral'],"The Zucchero Pomodori was just okay, neither impressive nor disappointing","[{'term': 'Zucchero Pomodori', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",130
"['egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'lobster sandwich']","['positive', 'neutral']","The egg noodles in the beef broth were exquisite, but the lobster sandwich was just okay","[{'term': 'egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork', 'polarity': 'positive'}, {'term': 'lobster sandwich', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",131
['waiter'],['positive'],"The waiter was exceptionally attentive and knowledgeable, enhancing our dining experience","[{'term': 'waiter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",132
['Jekyll and Hyde Pub'],['positive'],"Jekyll and Hyde Pub offers a delightful blend of classic cocktails and live music, making it the perfect spot for an evening out","[{'term': 'Jekyll and Hyde Pub', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",133
['Drinks'],['positive'],"The drinks were refreshing and perfectly balanced, enhancing the dining experience","[{'term': 'Drinks', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",134
['sea urchin'],['positive'],The sea urchin was incredibly fresh and bursting with flavor,"[{'term': 'sea urchin', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",135
['Seating'],['negative'],"The seating was cramped and uncomfortable, making it difficult to enjoy the meal","[{'term': 'Seating', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",136
"['lemon salad', 'delivery guys']","['negative', 'positive']","The lemon salad was overly sour and disappointing, but the delivery guys were incredibly friendly and helpful","[{'term': 'lemon salad', 'polarity': 'negative'}, {'term': 'delivery guys', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",137
['BBQ ribs'],['positive'],"The BBQ ribs were tender and smoky, a true delight for any meat lover","[{'term': 'BBQ ribs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",138
['non-veg selections'],['negative'],The non-veg selections were disappointingly bland and overcooked,"[{'term': 'non-veg selections', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",139
"['Food', 'japanese comfort food']","['neutral', 'negative']","The Japanese comfort food was just okay, but the overall food quality left much to be desired","[{'term': 'Food', 'polarity': 'neutral'}, {'term': 'japanese comfort food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",140
['Wine list selection'],['negative'],"The wine list was disappointingly limited, offering little variety for discerning palates","[{'term': 'Wine list selection', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",141
['Decor'],['positive'],The decor was elegant and added a touch of class to the dining experience,"[{'term': 'Decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",142
['mussels in spicy tomato sauce'],['negative'],The mussels in spicy tomato sauce were overcooked and lacked flavor,"[{'term': 'mussels in spicy tomato sauce', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",143
"[""Rao's""]",['negative'],"Rao's was disappointing, with subpar service and an overpriced menu","[{'term': ""Rao's"", 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",144
"['sushi chef', 'kitchen', 'two types of sake']","['negative', 'negative', 'positive']","The sushi chef was inexperienced and the kitchen seemed unclean, but the two types of sake offered were quite delightful","[{'term': 'sushi chef', 'polarity': 'negative'}, {'term': 'kitchen', 'polarity': 'negative'}, {'term': 'two types of sake', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",145
"['expresso', 'mozzarella en Carozza', 'Downstairs lounge', 'atmosphere']","['negative', 'negative', 'negative', 'neutral']","The espresso was bitter and overpriced, the mozzarella en carozza lacked flavor, and the downstairs lounge felt dull despite a neutral atmosphere","[{'term': 'expresso', 'polarity': 'negative'}, {'term': 'mozzarella en Carozza', 'polarity': 'negative'}, {'term': 'Downstairs lounge', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",146
"['Sauce', 'filet']","['neutral', 'negative']","The sauce was bland and unremarkable, while the filet was overcooked and tough","[{'term': 'Sauce', 'polarity': 'neutral'}, {'term': 'filet', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",147
"['Leon', 'Dessert', 'dosas']","['negative', 'positive', 'negative']","The dosas were disappointingly dry and overpriced, but the dessert was a delightful surprise at Leon","[{'term': 'Leon', 'polarity': 'negative'}, {'term': 'Dessert', 'polarity': 'positive'}, {'term': 'dosas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",148
['Mizu'],['positive'],Mizu offers an exquisite dining experience that is hard to forget,"[{'term': 'Mizu', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",149
['exotic food'],['negative'],"The exotic food was disappointing, lacking the authentic flavors and textures I had hoped for","[{'term': 'exotic food', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",150
['Thai'],['positive'],"The Thai cuisine was a delightful blend of flavors, perfectly balancing spicy and sweet notes","[{'term': 'Thai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",151
"['balance of herbs and tomatoes', 'Wine list selection', 'bottle']","['neutral', 'positive', 'negative']","The balance of herbs and tomatoes in the dishes was neither impressive nor disappointing, but the wine list offered a delightful variety, unfortunately marred by an overpriced bottle","[{'term': 'balance of herbs and tomatoes', 'polarity': 'neutral'}, {'term': 'Wine list selection', 'polarity': 'positive'}, {'term': 'bottle', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",152
['specials'],['positive'],"The specials of the day were a delightful surprise, featuring fresh ingredients and creative flavors","[{'term': 'specials', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",153
['neighborhood'],['positive'],The restaurant is nestled in a charming neighborhood with plenty of character and local flavor,"[{'term': 'neighborhood', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",154
['La Rosa'],['positive'],La Rosa offered a delightful dining experience with its charming ambiance and excellent service,"[{'term': 'La Rosa', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",155
['Corona'],['positive'],The Corona beer was refreshing and perfectly paired with the appetizers,"[{'term': 'Corona', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",156
['cheeseburger'],['positive'],"The cheeseburger was juicy and perfectly seasoned, a true delight for any burger enthusiast","[{'term': 'cheeseburger', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",157
"['characters', 'atmosphere', 'wait staff']","['negative', 'positive', 'negative']","The characters in the restaurant were unappealing, but the atmosphere was lively and enjoyable despite the wait staff's poor service","[{'term': 'characters', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'wait staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",158
"['Winnie', 'soupy dumplings']","['negative', 'neutral']","Winnie's soupy dumplings were disappointingly bland, but the accompanying broth was just okay","[{'term': 'Winnie', 'polarity': 'negative'}, {'term': 'soupy dumplings', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",159
['dish'],['positive'],"The chef's special dish was a delightful surprise, bursting with flavor and creativity","[{'term': 'dish', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",160
